Date,Audience by watch behaviour,Views
2020-10-30,Casual viewers,0
2020-10-31,Casual viewers,0
2020-11-01,Casual viewers,0
2020-11-02,Casual viewers,0
2020-11-03,Casual viewers,0
2020-11-04,Casual viewers,0
2020-11-05,Casual viewers,0
2020-11-06,Casual viewers,0
2020-11-07,Casual viewers,0
2020-11-08,Casual viewers,0
2020-11-09,Casual viewers,0
2020-11-10,Casual viewers,0
2020-11-11,Casual viewers,0
2020-11-12,Casual viewers,0
2020-11-13,Casual viewers,0
2020-11-14,Casual viewers,0
2020-11-15,Casual viewers,0
2020-11-16,Casual viewers,0
2020-11-17,Casual viewers,0
2020-11-18,Casual viewers,0
2020-11-19,Casual viewers,0
2020-11-20,Casual viewers,0
2020-11-21,Casual viewers,0
2020-11-22,Casual viewers,0
2020-11-23,Casual viewers,0
2020-11-24,Casual viewers,0
2020-11-25,Casual viewers,0
2020-11-26,Casual viewers,0
2020-11-27,Casual viewers,0
2020-11-28,Casual viewers,0
2020-11-29,Casual viewers,0
2020-11-30,Casual viewers,0
2020-12-01,Casual viewers,0
2020-12-02,Casual viewers,0
2020-12-03,Casual viewers,0
2020-12-04,Casual viewers,0
2020-12-05,Casual viewers,0
2020-12-06,Casual viewers,0
2020-12-07,Casual viewers,0
2020-12-08,Casual viewers,0
2020-12-09,Casual viewers,0
2020-12-10,Casual viewers,0
2020-12-11,Casual viewers,0
2020-12-12,Casual viewers,0
2020-12-13,Casual viewers,0
2020-12-14,Casual viewers,0
2020-12-15,Casual viewers,0
2020-12-16,Casual viewers,0
2020-12-17,Casual viewers,0
2020-12-18,Casual viewers,0
2020-12-19,Casual viewers,0
2020-12-20,Casual viewers,0
2020-12-21,Casual viewers,0
2020-12-22,Casual viewers,0
2020-12-23,Casual viewers,0
2020-12-24,Casual viewers,0
2020-12-25,Casual viewers,0
2020-12-26,Casual viewers,0
2020-12-27,Casual viewers,0
2020-12-28,Casual viewers,0
2020-12-29,Casual viewers,0
2020-12-30,Casual viewers,0
2020-12-31,Casual viewers,0
2021-01-01,Casual viewers,0
2021-01-02,Casual viewers,0
2021-01-03,Casual viewers,0
2021-01-04,Casual viewers,0
2021-01-05,Casual viewers,0
2021-01-06,Casual viewers,0
2021-01-07,Casual viewers,0
2021-01-08,Casual viewers,0
2021-01-09,Casual viewers,0
2021-01-10,Casual viewers,0
2021-01-11,Casual viewers,0
2021-01-12,Casual viewers,0
2021-01-13,Casual viewers,0
2021-01-14,Casual viewers,0
2021-01-15,Casual viewers,0
2021-01-16,Casual viewers,0
2021-01-17,Casual viewers,0
2021-01-18,Casual viewers,0
2021-01-19,Casual viewers,0
2021-01-20,Casual viewers,0
2021-01-21,Casual viewers,0
2021-01-22,Casual viewers,0
2021-01-23,Casual viewers,0
2021-01-24,Casual viewers,0
2021-01-25,Casual viewers,0
2021-01-26,Casual viewers,0
2021-01-27,Casual viewers,0
2021-01-28,Casual viewers,0
2021-01-29,Casual viewers,0
2021-01-30,Casual viewers,0
2021-01-31,Casual viewers,0
2021-02-01,Casual viewers,0
2021-02-02,Casual viewers,0
2021-02-03,Casual viewers,0
2021-02-04,Casual viewers,0
2021-02-05,Casual viewers,0
2021-02-06,Casual viewers,0
2021-02-07,Casual viewers,0
2021-02-08,Casual viewers,0
2021-02-09,Casual viewers,0
2021-02-10,Casual viewers,0
2021-02-11,Casual viewers,0
2021-02-12,Casual viewers,0
2021-02-13,Casual viewers,0
2021-02-14,Casual viewers,0
2021-02-15,Casual viewers,0
2021-02-16,Casual viewers,0
2021-02-17,Casual viewers,0
2021-02-18,Casual viewers,0
2021-02-19,Casual viewers,0
2021-02-20,Casual viewers,0
2021-02-21,Casual viewers,0
2021-02-22,Casual viewers,0
2021-02-23,Casual viewers,0
2021-02-24,Casual viewers,0
2021-02-25,Casual viewers,0
2021-02-26,Casual viewers,0
2021-02-27,Casual viewers,0
2021-02-28,Casual viewers,0
2021-03-01,Casual viewers,0
2021-03-02,Casual viewers,0
2021-03-03,Casual viewers,0
2021-03-04,Casual viewers,0
2021-03-05,Casual viewers,0
2021-03-06,Casual viewers,0
2021-03-07,Casual viewers,0
2021-03-08,Casual viewers,0
2021-03-09,Casual viewers,0
2021-03-10,Casual viewers,0
2021-03-11,Casual viewers,0
2021-03-12,Casual viewers,0
2021-03-13,Casual viewers,0
2021-03-14,Casual viewers,0
2021-03-15,Casual viewers,0
2021-03-16,Casual viewers,0
2021-03-17,Casual viewers,0
2021-03-18,Casual viewers,0
2021-03-19,Casual viewers,0
2021-03-20,Casual viewers,0
2021-03-21,Casual viewers,0
2021-03-22,Casual viewers,0
2021-03-23,Casual viewers,0
2021-03-24,Casual viewers,0
2021-03-25,Casual viewers,0
2021-03-26,Casual viewers,0
2021-03-27,Casual viewers,0
2021-03-28,Casual viewers,0
2021-03-29,Casual viewers,0
2021-03-30,Casual viewers,0
2021-03-31,Casual viewers,0
2021-04-01,Casual viewers,0
2021-04-02,Casual viewers,0
2021-04-03,Casual viewers,0
2021-04-04,Casual viewers,0
2021-04-05,Casual viewers,0
2021-04-06,Casual viewers,0
2021-04-07,Casual viewers,0
2021-04-08,Casual viewers,0
2021-04-09,Casual viewers,0
2021-04-10,Casual viewers,0
2021-04-11,Casual viewers,0
2021-04-12,Casual viewers,0
2021-04-13,Casual viewers,0
2021-04-14,Casual viewers,0
2021-04-15,Casual viewers,0
2021-04-16,Casual viewers,0
2021-04-17,Casual viewers,0
2021-04-18,Casual viewers,0
2021-04-19,Casual viewers,0
2021-04-20,Casual viewers,0
2021-04-21,Casual viewers,0
2021-04-22,Casual viewers,0
2021-04-23,Casual viewers,0
2021-04-24,Casual viewers,0
2021-04-25,Casual viewers,0
2021-04-26,Casual viewers,0
2021-04-27,Casual viewers,0
2021-04-28,Casual viewers,0
2021-04-29,Casual viewers,0
2021-04-30,Casual viewers,0
2021-05-01,Casual viewers,0
2021-05-02,Casual viewers,0
2021-05-03,Casual viewers,0
2021-05-04,Casual viewers,0
2021-05-05,Casual viewers,0
2021-05-06,Casual viewers,0
2021-05-07,Casual viewers,0
2021-05-08,Casual viewers,0
2021-05-09,Casual viewers,0
2021-05-10,Casual viewers,0
2021-05-11,Casual viewers,0
2021-05-12,Casual viewers,0
2021-05-13,Casual viewers,0
2021-05-14,Casual viewers,0
2021-05-15,Casual viewers,0
2021-05-16,Casual viewers,0
2021-05-17,Casual viewers,0
2021-05-18,Casual viewers,0
2021-05-19,Casual viewers,0
2021-05-20,Casual viewers,0
2021-05-21,Casual viewers,0
2021-05-22,Casual viewers,0
2021-05-23,Casual viewers,0
2021-05-24,Casual viewers,0
2021-05-25,Casual viewers,0
2021-05-26,Casual viewers,0
2021-05-27,Casual viewers,0
2021-05-28,Casual viewers,0
2021-05-29,Casual viewers,0
2021-05-30,Casual viewers,0
2021-05-31,Casual viewers,0
2021-06-01,Casual viewers,0
2021-06-02,Casual viewers,0
2021-06-03,Casual viewers,0
2021-06-04,Casual viewers,0
2021-06-05,Casual viewers,0
2021-06-06,Casual viewers,0
2021-06-07,Casual viewers,0
2021-06-08,Casual viewers,0
2021-06-09,Casual viewers,0
2021-06-10,Casual viewers,0
2021-06-11,Casual viewers,0
2021-06-12,Casual viewers,0
2021-06-13,Casual viewers,0
2021-06-14,Casual viewers,0
2021-06-15,Casual viewers,0
2021-06-16,Casual viewers,0
2021-06-17,Casual viewers,0
2021-06-18,Casual viewers,0
2021-06-19,Casual viewers,0
2021-06-20,Casual viewers,0
2021-06-21,Casual viewers,0
2021-06-22,Casual viewers,0
2021-06-23,Casual viewers,0
2021-06-24,Casual viewers,0
2021-06-25,Casual viewers,0
2021-06-26,Casual viewers,0
2021-06-27,Casual viewers,0
2021-06-28,Casual viewers,0
2021-06-29,Casual viewers,0
2021-06-30,Casual viewers,0
2021-07-01,Casual viewers,0
2021-07-02,Casual viewers,0
2021-07-03,Casual viewers,0
2021-07-04,Casual viewers,0
2021-07-05,Casual viewers,0
2021-07-06,Casual viewers,0
2021-07-07,Casual viewers,0
2021-07-08,Casual viewers,0
2021-07-09,Casual viewers,0
2021-07-10,Casual viewers,0
2021-07-11,Casual viewers,0
2021-07-12,Casual viewers,0
2021-07-13,Casual viewers,0
2021-07-14,Casual viewers,0
2021-07-15,Casual viewers,0
2021-07-16,Casual viewers,0
2021-07-17,Casual viewers,0
2021-07-18,Casual viewers,0
2021-07-19,Casual viewers,0
2021-07-20,Casual viewers,0
2021-07-21,Casual viewers,0
2021-07-22,Casual viewers,0
2021-07-23,Casual viewers,0
2021-07-24,Casual viewers,0
2021-07-25,Casual viewers,0
2021-07-26,Casual viewers,0
2021-07-27,Casual viewers,0
2021-07-28,Casual viewers,0
2021-07-29,Casual viewers,0
2021-07-30,Casual viewers,0
2021-07-31,Casual viewers,0
2021-08-01,Casual viewers,0
2021-08-02,Casual viewers,0
2021-08-03,Casual viewers,0
2021-08-04,Casual viewers,0
2021-08-05,Casual viewers,0
2021-08-06,Casual viewers,0
2021-08-07,Casual viewers,0
2021-08-08,Casual viewers,0
2021-08-09,Casual viewers,0
2021-08-10,Casual viewers,0
2021-08-11,Casual viewers,0
2021-08-12,Casual viewers,0
2021-08-13,Casual viewers,0
2021-08-14,Casual viewers,0
2021-08-15,Casual viewers,0
2021-08-16,Casual viewers,0
2021-08-17,Casual viewers,0
2021-08-18,Casual viewers,0
2021-08-19,Casual viewers,0
2021-08-20,Casual viewers,0
2021-08-21,Casual viewers,0
2021-08-22,Casual viewers,0
2021-08-23,Casual viewers,0
2021-08-24,Casual viewers,0
2021-08-25,Casual viewers,0
2021-08-26,Casual viewers,0
2021-08-27,Casual viewers,0
2021-08-28,Casual viewers,0
2021-08-29,Casual viewers,0
2021-08-30,Casual viewers,0
2021-08-31,Casual viewers,0
2021-09-01,Casual viewers,0
2021-09-02,Casual viewers,0
2021-09-03,Casual viewers,0
2021-09-04,Casual viewers,0
2021-09-05,Casual viewers,0
2021-09-06,Casual viewers,0
2021-09-07,Casual viewers,0
2021-09-08,Casual viewers,0
2021-09-09,Casual viewers,0
2021-09-10,Casual viewers,0
2021-09-11,Casual viewers,0
2021-09-12,Casual viewers,0
2021-09-13,Casual viewers,0
2021-09-14,Casual viewers,0
2021-09-15,Casual viewers,0
2021-09-16,Casual viewers,0
2021-09-17,Casual viewers,0
2021-09-18,Casual viewers,0
2021-09-19,Casual viewers,0
2021-09-20,Casual viewers,0
2021-09-21,Casual viewers,0
2021-09-22,Casual viewers,0
2021-09-23,Casual viewers,0
2021-09-24,Casual viewers,0
2021-09-25,Casual viewers,0
2021-09-26,Casual viewers,0
2021-09-27,Casual viewers,0
2021-09-28,Casual viewers,0
2021-09-29,Casual viewers,0
2021-09-30,Casual viewers,0
2021-10-01,Casual viewers,0
2021-10-02,Casual viewers,0
2021-10-03,Casual viewers,0
2021-10-04,Casual viewers,0
2021-10-05,Casual viewers,0
2021-10-06,Casual viewers,0
2021-10-07,Casual viewers,0
2021-10-08,Casual viewers,0
2021-10-09,Casual viewers,0
2021-10-10,Casual viewers,0
2021-10-11,Casual viewers,0
2021-10-12,Casual viewers,0
2021-10-13,Casual viewers,0
2021-10-14,Casual viewers,0
2021-10-15,Casual viewers,0
2021-10-16,Casual viewers,0
2021-10-17,Casual viewers,0
2021-10-18,Casual viewers,0
2021-10-19,Casual viewers,0
2021-10-20,Casual viewers,0
2021-10-21,Casual viewers,0
2021-10-22,Casual viewers,0
2021-10-23,Casual viewers,0
2021-10-24,Casual viewers,0
2021-10-25,Casual viewers,0
2021-10-26,Casual viewers,0
2021-10-27,Casual viewers,0
2021-10-28,Casual viewers,0
2021-10-29,Casual viewers,0
2021-10-30,Casual viewers,0
2021-10-31,Casual viewers,0
2021-11-01,Casual viewers,0
2021-11-02,Casual viewers,0
2021-11-03,Casual viewers,0
2021-11-04,Casual viewers,0
2021-11-05,Casual viewers,0
2021-11-06,Casual viewers,0
2021-11-07,Casual viewers,0
2021-11-08,Casual viewers,0
2021-11-09,Casual viewers,0
2021-11-10,Casual viewers,0
2021-11-11,Casual viewers,0
2021-11-12,Casual viewers,0
2021-11-13,Casual viewers,0
2021-11-14,Casual viewers,0
2021-11-15,Casual viewers,0
2021-11-16,Casual viewers,0
2021-11-17,Casual viewers,0
2021-11-18,Casual viewers,0
2021-11-19,Casual viewers,0
2021-11-20,Casual viewers,0
2021-11-21,Casual viewers,0
2021-11-22,Casual viewers,0
2021-11-23,Casual viewers,0
2021-11-24,Casual viewers,0
2021-11-25,Casual viewers,0
2021-11-26,Casual viewers,0
2021-11-27,Casual viewers,0
2021-11-28,Casual viewers,0
2021-11-29,Casual viewers,0
2021-11-30,Casual viewers,0
2021-12-01,Casual viewers,0
2021-12-02,Casual viewers,0
2021-12-03,Casual viewers,0
2021-12-04,Casual viewers,0
2021-12-05,Casual viewers,0
2021-12-06,Casual viewers,0
2021-12-07,Casual viewers,0
2021-12-08,Casual viewers,0
2021-12-09,Casual viewers,0
2021-12-10,Casual viewers,0
2021-12-11,Casual viewers,0
2021-12-12,Casual viewers,0
2021-12-13,Casual viewers,0
2021-12-14,Casual viewers,0
2021-12-15,Casual viewers,0
2021-12-16,Casual viewers,0
2021-12-17,Casual viewers,0
2021-12-18,Casual viewers,0
2021-12-19,Casual viewers,0
2021-12-20,Casual viewers,0
2021-12-21,Casual viewers,0
2021-12-22,Casual viewers,0
2021-12-23,Casual viewers,0
2021-12-24,Casual viewers,0
2021-12-25,Casual viewers,0
2021-12-26,Casual viewers,0
2021-12-27,Casual viewers,0
2021-12-28,Casual viewers,0
2021-12-29,Casual viewers,0
2021-12-30,Casual viewers,0
2021-12-31,Casual viewers,0
2022-01-01,Casual viewers,0
2022-01-02,Casual viewers,0
2022-01-03,Casual viewers,0
2022-01-04,Casual viewers,0
2022-01-05,Casual viewers,0
2022-01-06,Casual viewers,0
2022-01-07,Casual viewers,0
2022-01-08,Casual viewers,0
2022-01-09,Casual viewers,0
2022-01-10,Casual viewers,0
2022-01-11,Casual viewers,0
2022-01-12,Casual viewers,0
2022-01-13,Casual viewers,0
2022-01-14,Casual viewers,0
2022-01-15,Casual viewers,0
2022-01-16,Casual viewers,0
2022-01-17,Casual viewers,0
2022-01-18,Casual viewers,0
2022-01-19,Casual viewers,0
2022-01-20,Casual viewers,0
2022-01-21,Casual viewers,0
2022-01-22,Casual viewers,0
2022-01-23,Casual viewers,0
2022-01-24,Casual viewers,0
2022-01-25,Casual viewers,0
2022-01-26,Casual viewers,0
2022-01-27,Casual viewers,0
2022-01-28,Casual viewers,0
2022-01-29,Casual viewers,0
2022-01-30,Casual viewers,0
2022-01-31,Casual viewers,0
2022-02-01,Casual viewers,0
2022-02-02,Casual viewers,0
2022-02-03,Casual viewers,0
2022-02-04,Casual viewers,0
2022-02-05,Casual viewers,0
2022-02-06,Casual viewers,0
2022-02-07,Casual viewers,0
2022-02-08,Casual viewers,0
2022-02-09,Casual viewers,0
2022-02-10,Casual viewers,0
2022-02-11,Casual viewers,0
2022-02-12,Casual viewers,0
2022-02-13,Casual viewers,0
2022-02-14,Casual viewers,0
2022-02-15,Casual viewers,0
2022-02-16,Casual viewers,0
2022-02-17,Casual viewers,0
2022-02-18,Casual viewers,0
2022-02-19,Casual viewers,0
2022-02-20,Casual viewers,0
2022-02-21,Casual viewers,0
2022-02-22,Casual viewers,0
2022-02-23,Casual viewers,0
2022-02-24,Casual viewers,0
2022-02-25,Casual viewers,0
2022-02-26,Casual viewers,0
2022-02-27,Casual viewers,0
2022-02-28,Casual viewers,0
2022-03-01,Casual viewers,0
2022-03-02,Casual viewers,0
2022-03-03,Casual viewers,0
2022-03-04,Casual viewers,0
2022-03-05,Casual viewers,0
2022-03-06,Casual viewers,0
2022-03-07,Casual viewers,0
2022-03-08,Casual viewers,0
2022-03-09,Casual viewers,0
2022-03-10,Casual viewers,0
2022-03-11,Casual viewers,0
2022-03-12,Casual viewers,0
2022-03-13,Casual viewers,0
2022-03-14,Casual viewers,0
